name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Austin,12/16/20,56.3,36.1,44.8,56.3,32.5,42.2,25.7,48.4,0,0,0,,0,0,24.2,13.2,339.8,1021.6,0.9,9.9,152.7,13.1,6,,2020-12-16T07:21:00,2020-12-16T17:32:55,0.07,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
Austin,12/17/20,63.8,29.8,45.4,63.8,29.8,45.1,28.4,56.6,0,0,0,,0,0,,7,175.1,1025.5,0,9.9,153,13.1,6,,2020-12-17T07:21:35,2020-12-17T17:33:19,0.1,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/18/20,64.3,36,52.1,64.3,36,52,43.4,73,0.001,100,4.17,rain,0,0,23.9,13.1,157.6,1022.1,56.4,9.6,69,5.8,5,,2020-12-18T07:22:09,2020-12-18T17:33:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/19/20,67.6,44.8,58.9,67.6,44.8,58.9,52,78.8,0.914,100,33.33,rain,0,0,18.6,9.2,351,1018.7,63.7,8.3,62.9,5.4,5,,2020-12-19T07:22:41,2020-12-19T17:34:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
Austin,12/20/20,68.4,41.1,51.9,68.4,41.1,51.8,37,61.8,0,0,0,,0,0,17.2,6.1,318.4,1020.2,2.7,9.8,151.4,13.1,6,,2020-12-20T07:23:13,2020-12-20T17:34:40,0.2,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
Austin,12/21/20,73.9,39.2,53.5,73.9,39.2,53.4,36.2,56.5,0,0,0,,0,0,,6.7,236.4,1021.3,8.3,9.9,129.5,11.2,6,,2020-12-21T07:23:43,2020-12-21T17:35:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
Austin,12/22/20,73.9,42.6,58.3,73.9,42.6,58.3,47.5,69.6,0.001,100,4.17,rain,0,0,23,13.4,164.4,1020.1,40.7,9.5,143.9,12.3,6,,2020-12-22T07:24:12,2020-12-22T17:35:41,0.26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/23/20,79.8,51.2,66.3,79.8,51.2,66.3,48.6,58.6,0,0,0,,0,0,41.4,21.9,249.5,1013.5,61,9.8,112.3,9.7,6,,2020-12-23T07:24:40,2020-12-23T17:36:13,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/24/20,56,35.6,45.5,56,29.9,41.8,13.5,28.7,0,0,0,,0,0,35.6,18.3,324.2,1027.6,2.7,9.9,157.7,13.7,6,,2020-12-24T07:25:06,2020-12-24T17:36:47,0.33,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418,E5093"
Austin,12/25/20,69.2,39.7,51.5,69.2,36,50.1,17,27.2,0,0,0,,0,0,18.3,8.4,310.8,1025.3,10.6,9.9,155.7,13.3,6,,2020-12-25T07:25:31,2020-12-25T17:37:22,0.36,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418,E5093"
Austin,12/26/20,70.1,35.4,53.4,70.1,35.4,53.4,31.2,45.9,0,0,0,,0,0,29.3,11.4,188.9,1020.2,4.1,9.9,153.2,13.1,6,,2020-12-26T07:25:54,2020-12-26T17:37:58,0.39,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418,E5093"
Austin,12/27/20,76.1,45.6,59.8,76.1,45.6,59.7,48.1,68.1,0,0,0,,0,0,28.9,13.1,198.8,1016,5.1,9.9,149.5,13,6,,2020-12-27T07:26:16,2020-12-27T17:38:36,0.42,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418,E5093"
Austin,12/28/20,75.1,54.8,64.7,75.1,54.8,64.7,56.5,76.3,0,0,0,,0,0,21.9,11.7,131.4,1019.9,87.4,8.5,65.8,5.7,4,,2020-12-28T07:26:36,2020-12-28T17:39:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/29/20,75.3,62.8,67.3,75.3,62.8,67.3,58.6,74.5,0.005,100,8.33,rain,0,0,34.8,22.5,151.7,1015.8,98.1,9.8,71.9,6.1,3,,2020-12-29T07:26:55,2020-12-29T17:39:54,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/30/20,72.6,44.9,59.8,72.6,39.2,57.8,55.9,87.2,1.149,100,50,rain,0,0,30.7,19.9,46.5,1011.9,94.7,8.2,38.6,3.3,3,,2020-12-30T07:27:13,2020-12-30T17:40:35,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,12/31/20,44.3,37.6,40.6,38.7,31.9,35.1,37.6,88.9,1.806,100,75,rain,0,0,26.7,15.1,331.6,1009.1,99.7,7,19.5,1.7,1,,2020-12-31T07:27:29,2020-12-31T17:41:16,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,D9418,E5093"
Austin,1/1/21,53,37.1,43,53,30.7,40.2,32.6,67.3,0.137,100,4.17,rain,0,0,25,12.4,304.1,1016.7,41.9,9.9,147.4,12.9,6,,2021-01-01T07:27:43,2021-01-01T17:41:59,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
Austin,1/2/21,63.1,36.2,47.5,63.1,33.9,46.2,29.4,54.1,0,0,0,,0,0,18.3,7.2,310.8,1022.7,6.7,9.9,157.3,13.7,6,,2021-01-02T07:27:55,2021-01-02T17:42:42,0.63,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
Austin,1/3/21,70.5,36.9,52.8,70.5,36.9,52.6,33.7,51.1,0,0,0,,0,0,26.4,10.2,210.3,1018.5,1.9,9.9,156.8,13.7,6,,2021-01-03T07:28:07,2021-01-03T17:43:27,0.66,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/4/21,76.9,40.1,56.9,76.9,38.2,56.8,37.9,54.7,0,0,0,,0,0,,7.4,352.8,1018.1,1.9,9.9,154.5,13.3,6,,2021-01-04T07:28:16,2021-01-04T17:44:12,0.7,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,1/5/21,71.5,44.7,58.7,71.5,44.7,58.7,44.4,60.5,0,0,0,,0,0,18.3,9.7,151.8,1019.1,34,9.9,139.9,12,6,,2021-01-05T07:28:24,2021-01-05T17:44:58,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/6/21,66.6,51.7,61.4,66.6,51.7,61.4,50,69.5,0.105,100,16.67,rain,0,0,41.4,17.7,277,1014.4,62.9,8.3,81.3,7.1,5,,2021-01-06T07:28:30,2021-01-06T17:45:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,D9418"
Austin,1/7/21,62.2,44.3,51.5,62.2,41.1,50.1,31.8,48.4,0,0,0,,0,0,27.7,13.2,331,1020.3,0.3,9.9,161.8,14,6,,2021-01-07T07:28:34,2021-01-07T17:46:32,0.81,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/8/21,52.7,36.7,44,52.7,34.9,42,33.9,68.7,0,0,0,,0,0,20.8,15.7,12.2,1026.8,21.9,9.9,140.1,12.1,6,,2021-01-08T07:28:37,2021-01-08T17:47:21,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/9/21,53.2,31.7,43,53.2,29.6,42.2,32.1,67.3,0.011,100,4.17,rain,0,0,,10.9,43.6,1026.8,36.8,9.7,144.2,12.7,6,,2021-01-09T07:28:38,2021-01-09T17:48:09,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,1/10/21,45.2,33.6,38.2,43,24.2,32.3,33.8,84.5,1.001,100,54.17,"rain,snow",0.2,0,20.8,16.3,14.6,1026.3,99.4,6.5,12.9,1.1,1,,2021-01-10T07:28:38,2021-01-10T17:48:59,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,1/11/21,48.1,33.6,39.4,45.1,29.7,36,31.3,73.6,0,0,0,,0.1,0.1,17.2,9.5,338.9,1030.8,44.4,9.9,115.5,10,4,,2021-01-11T07:28:36,2021-01-11T17:49:49,0.95,Partially cloudy,Partly cloudy throughout the day.,snow,"72253912979,KATT,KAUS,72064800230,72254013904,72254413958,72054200166,D9418,E5093"
Austin,1/12/21,50.8,29.8,39.2,50.8,27.9,38.7,30.3,72.9,0,0,0,,0,0,,5,291.5,1029.9,30.2,7.8,108.2,9.2,5,,2021-01-12T07:28:32,2021-01-12T17:50:39,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/13/21,65.6,32.1,46.7,65.6,32.1,46.4,32.6,62.1,0,0,0,,0,0,,10.8,198.6,1022.1,1.4,9.8,166.9,14.5,6,,2021-01-13T07:28:26,2021-01-13T17:51:30,0.02,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/14/21,68.9,38.7,52.9,68.9,36.3,52.4,30.3,46.8,0,0,0,,0,0,35.8,20,331.7,1014.6,2.3,9.9,164.1,14.2,6,,2021-01-14T07:28:19,2021-01-14T17:52:21,0.05,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,1/15/21,59.4,40.4,49.4,59.4,36.3,47.8,15.7,28.5,0,0,0,,0,0,30.4,14.6,306.4,1021.1,1,9.9,169.5,14.6,6,,2021-01-15T07:28:10,2021-01-15T17:53:12,0.08,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/16/21,62.9,38.4,48.9,62.9,35,47.5,20,34,0,0,0,,0,0,,6.4,300.9,1020.4,34.6,9.8,163.7,14.1,6,,2021-01-16T07:28:00,2021-01-16T17:54:04,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/17/21,68.8,38.9,52.5,68.8,38.9,52.3,28.2,42,0,0,0,,0,0,,9.2,2.4,1019.8,11,9.8,161.7,13.8,6,,2021-01-17T07:27:47,2021-01-17T17:54:56,0.15,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,72254013904,72254413958,D9418,72254753942,E5093"
Austin,1/18/21,74.7,39.4,57.8,74.7,39.4,57.8,44.5,61.9,0,0,0,,0,0,30,12.1,179.7,1016.1,50.6,9.9,141.5,12.3,5,,2021-01-18T07:27:33,2021-01-18T17:55:49,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/19/21,68.2,50,59.8,68.2,46.4,59.6,54.7,83.5,0.291,100,33.33,rain,0,0,29.8,12.4,42.6,1022.3,99.7,9.1,24.9,2.1,1,,2021-01-19T07:27:18,2021-01-19T17:56:41,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/20/21,54.4,48.8,50.6,54.4,45.5,49.2,44.5,79.9,0.067,100,25,rain,0,0,,10.5,8.6,1025.9,99.7,8,36.1,3.2,2,,2021-01-20T07:27:01,2021-01-20T17:57:34,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/21/21,65.9,50,57.6,65.9,50,57.6,53.2,85.7,0.007,100,4.17,rain,0,0,,5.6,222.2,1016.4,73.5,7.5,56.9,5.1,3,,2021-01-21T07:26:42,2021-01-21T17:58:27,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/22/21,77.4,53.2,61.4,77.4,53.2,61.4,53.3,77.5,0.012,100,8.33,rain,0,0,24.2,12.4,2.4,1014.2,60.4,8.4,144,12.3,6,,2021-01-22T07:26:21,2021-01-22T17:59:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/23/21,61.8,51.1,56.7,61.8,51.1,56.7,52.2,84.9,0.012,100,8.33,rain,0,0,,7.8,37,1016.5,100,6.9,45.4,4,3,,2021-01-23T07:25:59,2021-01-23T18:00:13,0.34,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,72054200166,D9418,E5093"
Austin,1/24/21,69.8,61,64.5,69.8,61,64.5,62.5,93.3,0.034,100,16.67,rain,0,0,26.4,12.3,140,1010.8,100,2.5,15.1,1.1,1,,2021-01-24T07:25:35,2021-01-24T18:01:06,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/25/21,75.8,50.1,67.2,75.8,50.1,67.2,46.9,54.4,0.053,100,8.33,rain,0,0,29.3,14.2,274,1006.6,60.5,8.7,120.7,10.5,5,,2021-01-25T07:25:10,2021-01-25T18:01:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,D9418,KHYI,99999963904,E5093"
Austin,1/26/21,72.4,45.1,57.4,72.4,43.4,57.3,36.7,50.5,0,0,0,,0,0,24.2,12.9,38.8,1011.1,14.1,9.9,157.4,13.6,6,,2021-01-26T07:24:43,2021-01-26T18:02:52,0.43,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
Austin,1/27/21,66.2,46.9,54.8,66.2,43,54.2,32.5,45.5,0,0,0,,0,0,28.3,17.6,356,1024.5,36.2,9.9,156.3,13.5,6,,2021-01-27T07:24:15,2021-01-27T18:03:45,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,1/28/21,54.2,36.6,45.2,54.2,31.8,43,30.3,57.7,0,0,0,,0,0,,9.6,30.9,1033.3,18.1,9.8,158,13.7,6,,2021-01-28T07:23:45,2021-01-28T18:04:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,1/29/21,68.2,36.2,52.7,68.2,36.2,52.7,40.9,65.8,0,0,0,,0,0,26.4,11.4,167.1,1024.1,50.5,9.8,142.6,12.4,6,,2021-01-29T07:23:13,2021-01-29T18:05:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,1/30/21,79.3,55.9,65.8,79.3,55.9,65.8,53,65.5,0,0,0,,0,0,31.6,12.3,201.6,1011.6,61.3,9.8,99.1,8.6,6,,2021-01-30T07:22:40,2021-01-30T18:06:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,1/31/21,69.1,51.8,58.7,69.1,51.8,58.7,31.6,36.3,0,0,0,,0,0,27.6,14,339.5,1022.1,5.3,9.5,185.7,16,7,,2021-01-31T07:22:06,2021-01-31T18:07:15,0.61,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/1/21,65.6,40.4,52,65.6,37.4,51.1,27.7,42.9,0,0,0,,0,0,20.8,11.3,357.8,1029.3,4.5,9.9,189.4,16.4,7,,2021-02-01T07:21:30,2021-02-01T18:08:07,0.64,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/2/21,68,39.7,52.8,68,39.7,52.8,29.7,45.1,0,0,0,,0,0,,12.3,155.8,1023.4,11.5,9.9,184.9,16.2,7,,2021-02-02T07:20:53,2021-02-02T18:08:59,0.68,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/3/21,75.8,43,59.1,75.8,43,59.1,46.3,64.9,0,0,0,,0,0,29.9,20.5,187.2,1016,12,9.6,171.8,14.8,6,,2021-02-03T07:20:14,2021-02-03T18:09:50,0.71,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,72054200166,D9418,E5093"
Austin,2/4/21,84.1,56.6,67.6,82,56.6,67.4,50.6,58.3,0,0,0,,0,0,29.1,15.4,244.9,1009.6,51.7,9.9,153.1,13.3,7,,2021-02-04T07:19:34,2021-02-04T18:10:42,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
Austin,2/5/21,58.7,45.8,52,58.7,41.6,50.9,36.2,55.5,0.05,100,12.5,rain,0,0,23,11.9,64.4,1013.5,55.8,9.9,101.9,8.7,6,,2021-02-05T07:18:52,2021-02-05T18:11:33,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/6/21,75.1,48.8,57.6,75.1,47.3,57.4,39.1,58.3,0,0,0,,0,0,31.9,13.6,344.6,1011.8,53.2,8.4,157,13.6,7,,2021-02-06T07:18:10,2021-02-06T18:12:24,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/7/21,70,39.2,54.7,70,39.2,54.3,37,54.7,0,0,0,,0,0,24.4,12.5,159.1,1015.9,3.4,9.9,196.2,17.1,7,,2021-02-07T07:17:25,2021-02-07T18:13:14,0.86,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
Austin,2/8/21,74.4,49.9,60.3,74.4,47.9,60.2,52.1,76.2,0,0,0,,0,0,24.2,12.6,176,1013.7,65.8,8.1,101.5,8.8,4,,2021-02-08T07:16:40,2021-02-08T18:14:04,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/9/21,64.1,47.9,56.7,64.1,44.7,56.2,48.4,74.9,0,0,0,,0,0,,12.9,33.3,1017.8,91.3,7.6,129,11.2,6,,2021-02-09T07:15:53,2021-02-09T18:14:54,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/10/21,46.6,37.3,41.2,44.2,29.4,35.6,38.4,89.7,0.048,100,8.33,rain,0,0,19.7,12,10.6,1018.9,100,3.4,26.8,2.1,1,,2021-02-10T07:15:05,2021-02-10T18:15:44,0.96,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/11/21,37.3,31.1,33.3,30.4,21.8,25.1,29.4,85.4,0.45,100,45.83,"rain,snow",0,0,27.7,13.7,356.5,1021.1,99.9,7.4,18.8,1.6,1,,2021-02-11T07:14:16,2021-02-11T18:16:33,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/12/21,32.3,29.4,30.7,24.7,17.3,21.5,26,82.7,0,0,0,,0,0,32.2,19.5,0.2,1023.1,100,7.4,42.3,3.7,2,,2021-02-12T07:13:26,2021-02-12T18:17:22,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/13/21,31.1,27.2,29,23.8,15.1,20.1,23.3,79,0,0,0,,0,0,24.7,15.9,358.5,1023,100,8,40.8,3.5,2,,2021-02-13T07:12:35,2021-02-13T18:18:10,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"72253912979,KATT,KAUS,72064800230,72254013904,72254413958,72054200166,D9418"
Austin,2/14/21,30.1,14.5,24.2,25.9,0.5,13.4,19,80.4,0.091,100,37.5,snow,0.6,0.2,30.6,15.9,6.3,1023.1,99.3,5.2,18.9,1.5,1,,2021-02-14T07:11:42,2021-02-14T18:18:58,0.09,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,2/15/21,22.6,10.1,15.7,12.8,-7.1,4,6.5,66.7,0.536,100,25,snow,0.9,1.1,32.4,17.2,339.5,1028.1,52.2,7,98.3,8.6,5,,2021-02-15T07:10:48,2021-02-15T18:19:46,0.13,"Snow, Partially cloudy",Becoming cloudy in the afternoon with snow clearing later.,snow,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,99999963904,E5093"
Austin,2/16/21,24.7,8.2,17.7,23.3,1,12.3,6.5,61.8,0,0,0,,0,0.9,,7.5,49.1,1024,42.7,9.2,140.7,11.9,6,,2021-02-16T07:09:54,2021-02-16T18:20:33,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KRYW,72254013904,72054200166,KHYI,72253912979,KATT,KAUS,72064800230,KEDC,72254413958,99999963904,D9418,E5093"
Austin,2/17/21,31.2,23.9,29.4,28,16.2,21.1,27.4,92.1,0.806,100,37.5,"rain,snow",0,0.6,27.7,18.7,14.8,1017.9,98.7,4.9,30.9,2.5,1,,2021-02-17T07:08:58,2021-02-17T18:21:20,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"KATT,KRYW,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,72054200166,KHYI,E5093"
Austin,2/18/21,32.6,26.4,28.9,25.6,13.9,19.8,23.1,79,0.009,100,4.17,"rain,snow",0,0.5,24.2,16.4,351.7,1028.3,86.2,8.6,52.2,4.5,2,,2021-02-18T07:08:01,2021-02-18T18:22:06,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"KATT,KRYW,KAUS,72064800230,KEDC,C2969,72254013904,72054200166,72254413958,KHYI,E5093"
Austin,2/19/21,42.6,21.3,30.9,42.6,15.1,28,22.8,71.9,0,0,0,,0,0.3,,6.7,331.7,1033.8,9.7,9.5,202.9,17.3,8,,2021-02-19T07:07:03,2021-02-19T18:22:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/20/21,61.2,25.4,43.2,61.2,25.4,42.8,30.7,65.1,0,0,0,,0,0.2,24.2,13.1,171.1,1026.2,0.2,8,215,18.5,8,,2021-02-20T07:06:05,2021-02-20T18:23:38,0.29,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,2/21/21,74.8,43,58.4,74.8,41,57.9,46.2,67,0,0,0,,0,0,33.3,20.1,198.7,1018.5,51.3,8.9,165,14.2,7,,2021-02-21T07:05:05,2021-02-21T18:24:23,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/22/21,74.4,42.2,58.7,74.4,41.7,58.4,34.2,44.7,0,0,0,,0,0,,9.4,19.9,1023,8.7,9.9,219.9,19.1,8,,2021-02-22T07:04:05,2021-02-22T18:25:08,0.35,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/23/21,78.7,45.9,62.9,78.7,45.9,62.9,44.2,51.6,0,0,0,,0,0,31.8,13.8,185,1017.8,8.7,9.9,214.6,18.4,7,,2021-02-23T07:03:03,2021-02-23T18:25:53,0.38,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,2/24/21,83.6,64.3,71.6,82.8,64.3,71.5,56,60.6,0,0,0,,0,0,21.9,11.3,200.2,1015.1,74.2,9.9,179.2,15.5,8,,2021-02-24T07:02:01,2021-02-24T18:26:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
Austin,2/25/21,65.7,51.6,56.4,65.7,51.6,56.4,44.6,67.5,0.025,100,12.5,rain,0,0,21.9,12.5,20.8,1018.5,99.8,6.9,37,3.1,1,,2021-02-25T07:00:58,2021-02-25T18:27:21,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,E0214,C2969,72254013904,72254413958,E5093"
Austin,2/26/21,60.1,47.4,53.4,60.1,44.5,52.8,47.8,81.7,0.038,100,8.33,rain,0,0,17.2,8.8,345.3,1014.8,99.8,8.7,59.8,5,2,,2021-02-26T06:59:54,2021-02-26T18:28:04,0.48,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,2/27/21,78.3,57.8,66.8,78.3,57.8,66.8,60,79.7,0.009,100,4.17,rain,0,0,32.2,16.1,158.6,1011.1,99.3,6.5,85.6,7.3,5,,2021-02-27T06:58:50,2021-02-27T18:28:47,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418,E5093"
